wadg,nsg_random,nsg_no_random
0.00239651,0.00242007,0.00274065
0.00308496,0.00257891,0.00324174
0.00238021,0.00249795,0.003235
0.00232939,0.00223588,0.00251944
0.00270826,0.00253679,0.00319336
0.0022957,0.00195845,0.00245843
0.0018955,0.00185611,0.00247273
0.00318342,0.00319035,0.00350606
0.00332839,0.0028261,0.00341298
0.00208763,0.00187245,0.00259207
0.00300592,0.00290446,0.00323255
0.00298329,0.00275942,0.00304164
0.00270765,0.00248429,0.00258388
0.00242241,0.00230176,0.00256298
0.00256928,0.00271408,0.0026213
0.00221019,0.00205407,0.00238997
0.00239712,0.00239215,0.0026054
0.00241345,0.0020892,0.00229266
0.00205133,0.00206895,0.0019561
0.00246848,0.00210902,0.00267878
0.00297588,0.00272726,0.0030882
0.00186776,0.00187581,0.00212391
0.00207232,0.00211162,0.00277877
0.00322153,0.00290667,0.00302341
0.00196328,0.00207167,0.0022921
0.00186623,0.001775,0.00194141
0.00199066,0.00230386,0.00247118
0.00218172,0.0021398,0.00228007
0.00198375,0.00201313,0.002583
0.00233312,0.00235515,0.00227392
0.00253442,0.00343817,0.00289528
0.00257683,0.00246836,0.0026384
0.00342689,0.00298815,0.00354632
0.00321671,0.00470638,0.0032085
